,0
0,0.17918202848261403
1,0.17168742921857305
2,0.17168742921857305
3,0.18647158403869407
4,0.22246304758156787
5,0.1827647181194092
6,0.17168742921857305
7,0.22446152549515386
8,0.18040760115158366
9,0.19362886688325917
