,0
0,0.12143501313230079
1,0.12265694042555068
2,0.11274131274131273
3,0.11330158328513593
4,0.11274131274131273
5,0.13018178593597587
6,0.056049213943950786
7,0.14974163562695084
8,0.056049213943950786
9,0.14422336576642486
