,0
0,0.16055897756207518
1,0.20007517219753246
2,0.17168742921857305
3,0.22137544813210946
4,0.17168742921857305
5,0.1791152353952798
6,0.17168742921857305
7,0.1860728660652325
8,0.14684558226714756
9,0.17954240182128628
