,0
0,0.11456541388855823
1,0.11274131274131273
2,0.1622599363253569
3,0.1647707725780129
4,0.12535298116830948
5,0.06642368662148045
6,0.11274131274131273
7,0.12665521247247066
8,0.11274131274131273
9,0.08267975415952744
