,0
0,0.11324841874886961
1,0.13054341932458532
2,0.11330158328513593
3,0.1178273128869246
4,0.1144845316778309
5,0.10907459657459659
6,0.11265306122448979
7,0.15843322158826859
8,0.12052749396813782
9,0.11324841874886961
